genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	start	end	strand	na_length	gene	product	plfam_id	pgfam_id
298386.8	Photobacterium profundum SS9	NC_005871	PATRIC	source			1	80033	+	80033				
298386.8	Photobacterium profundum SS9	NC_005871	PATRIC	CDS	fig|298386.8.peg.1	PBPRC0001	554	709	+	156		hypothetical protein	PLF_657_00020834	PGF_02803368
298386.8	Photobacterium profundum SS9	NC_005871	PATRIC	CDS	fig|298386.8.peg.2	PBPRC0003	1503	1775	+	273		IncF plasmid conjugative transfer pilin protein TraA	PLF_657_00015791	PGF_02798920
298386.8	Photobacterium profundum SS9	NC_005871	PATRIC	CDS	fig|298386.8.peg.3		1778	2080	+	303		IncF plasmid conjugative transfer pilus assembly protein TraL	PLF_657_00019058	PGF_02801618
298386.8	Photobacterium profundum SS9	NC_005871	PATRIC	CDS	fig|298386.8.peg.4	PBPRC0004	2091	2654	+	564		IncF plasmid conjugative transfer pilus assembly protein TraE	PLF_657_00015792	PGF_03828495
298386.8	Photobacterium profundum SS9	NC_005871	PATRIC	CDS	fig|298386.8.peg.5	PBPRC0005	2651	3385	+	735		IncF plasmid conjugative transfer pilus assembly protein TraK	PLF_657_00051614	PGF_00013895
298386.8	Photobacterium profundum SS9	NC_005871	PATRIC	CDS	fig|298386.8.peg.6	PBPRC0006	3385	4848	+	1464		IncF plasmid conjugative transfer pilus assembly protein TraB	PLF_657_00051862	PGF_04471924
298386.8	Photobacterium profundum SS9	NC_005871	PATRIC	CDS	fig|298386.8.peg.7	PBPRC0007	4860	5255	+	396		IncF plasmid conjugative transfer pilus assembly protein TraV	PLF_657_00015793	PGF_02798922
298386.8	Photobacterium profundum SS9	NC_005871	PATRIC	CDS	fig|298386.8.peg.8	PBPRC0008	5259	7847	+	2589		IncF plasmid conjugative transfer pilus assembly protein TraC	PLF_657_00051914	PGF_00013871
298386.8	Photobacterium profundum SS9	NC_005871	PATRIC	CDS	fig|298386.8.peg.9		7955	8203	+	249		IncF plasmid conjugative transfer protein TrbI	PLF_657_00015794	PGF_02798923
