genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	start	end	strand	na_length	gene	product	plfam_id	pgfam_id
169963.11	Listeria monocytogenes EGD-e	NC_003210	PATRIC	source			1	2944528	+	2944528				
169963.11	Listeria monocytogenes EGD-e	NC_003210	PATRIC	CDS	fig|169963.11.peg.1	lmo0001	318	1673	+	1356	dnaA	Chromosomal replication initiator protein DnaA	PLF_1637_00000385	PGF_00876106
169963.11	Listeria monocytogenes EGD-e	NC_003210	PATRIC	CDS	fig|169963.11.peg.2	lmo0002	1867	3012	+	1146	dnaN	DNA polymerase III beta subunit (EC 2.7.7.7)	PLF_1637_00000388	PGF_06473395
169963.11	Listeria monocytogenes EGD-e	NC_003210	PATRIC	CDS	fig|169963.11.peg.3	lmo0003	3121	4464	+	1344		hypothetical protein	PLF_1637_00000125	PGF_02158161
169963.11	Listeria monocytogenes EGD-e	NC_003210	PATRIC	CDS	fig|169963.11.peg.4	lmo0004	4629	4865	+	237		Uncharacterized S4 RNA-binding-domain protein YbcJ	PLF_1637_00000882	PGF_06916058
169963.11	Listeria monocytogenes EGD-e	NC_003210	PATRIC	CDS	fig|169963.11.peg.5	lmo0005	4869	5981	+	1113	recF	DNA recombination and repair protein RecF	PLF_1637_00000591	PGF_10387199
169963.11	Listeria monocytogenes EGD-e	NC_003210	PATRIC	CDS	fig|169963.11.peg.6	lmo0006	6030	7970	+	1941	gyrB	DNA gyrase subunit B (EC 5.99.1.3)	PLF_1637_00000105	PGF_06703483
169963.11	Listeria monocytogenes EGD-e	NC_003210	PATRIC	CDS	fig|169963.11.peg.7	lmo0007	8065	10593	+	2529	gyrA	DNA gyrase subunit A (EC 5.99.1.3)	PLF_1637_00000486	PGF_03272313
169963.11	Listeria monocytogenes EGD-e	NC_003210	PATRIC	CDS	fig|169963.11.peg.8	lmo0008	10728	12242	+	1515		Cardiolipin synthase, bacterial type ClsA	PLF_1637_00001031	PGF_10482116
169963.11	Listeria monocytogenes EGD-e	NC_003210	PATRIC	CDS	fig|169963.11.peg.9	lmo0009	12258	12776	+	519		Spermidine N1-acetyltransferase (EC 2.3.1.57)	PLF_1637_00002060	PGF_00053627
169963.11	Listeria monocytogenes EGD-e	NC_003210	PATRIC	CDS	fig|169963.11.peg.10		12780	12896	+	117		hypothetical protein	PLF_1637_00002474	PGF_02163082
169963.11	Listeria monocytogenes EGD-e	NC_003210	PATRIC	CDS	fig|169963.11.peg.11	lmo0010	12918	13886	+	969		Mevalonate kinase (EC 2.7.1.36)	PLF_1637_00001466	PGF_04815798
169963.11	Listeria monocytogenes EGD-e	NC_003210	PATRIC	CDS	fig|169963.11.peg.12	lmo0011	13843	14814	+	972		Diphosphomevalonate decarboxylase (EC 4.1.1.33)	PLF_1637_00001451	PGF_00423613
169963.11	Listeria monocytogenes EGD-e	NC_003210	PATRIC	CDS	fig|169963.11.peg.13	lmo0012	14795	15874	+	1080		Phosphomevalonate kinase (EC 2.7.4.2)	PLF_1637_00001319	PGF_02154390
169963.11	Listeria monocytogenes EGD-e	NC_003210	PATRIC	CDS	fig|169963.11.peg.14	lmo0013	16219	17325	+	1107	qoxA	Cytochrome aa3-600 menaquinol oxidase subunit II	PLF_1637_00000140	PGF_00420216
169963.11	Listeria monocytogenes EGD-e	NC_003210	PATRIC	CDS	fig|169963.11.peg.15	lmo0014	17344	19323	+	1980	qoxB	Cytochrome aa3-600 menaquinol oxidase subunit I	PLF_1637_00000087	PGF_00420215
169963.11	Listeria monocytogenes EGD-e	NC_003210	PATRIC	CDS	fig|169963.11.peg.16	lmo0015	19311	19922	+	612	qoxC	Cytochrome aa3-600 menaquinol oxidase subunit III	PLF_1637_00001177	PGF_00420217
169963.11	Listeria monocytogenes EGD-e	NC_003210	PATRIC	CDS	fig|169963.11.peg.17	lmo0016	19924	20256	+	333	qoxD	Cytochrome aa3-600 menaquinol oxidase subunit IV	PLF_1637_00001282	PGF_00420218
169963.11	Listeria monocytogenes EGD-e	NC_003210	PATRIC	CDS	fig|169963.11.peg.18	lmo0017	20308	21426	-	1119		Capsule biosynthesis protein capA	PLF_1637_00002466	PGF_06641194
169963.11	Listeria monocytogenes EGD-e	NC_003210	PATRIC	CDS	fig|169963.11.peg.19	lmo0018	21652	23085	+	1434		6-phospho-beta-glucosidase (EC 3.2.1.86)	PLF_1637_00001437	PGF_08148954
