genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	start	end	strand	na_length	gene	product	plfam_id	pgfam_id
272634.6	Mycoplasma pneumoniae M129	NC_000912	PATRIC	source			1	816394	+	816394				
272634.6	Mycoplasma pneumoniae M129	NC_000912	PATRIC	CDS	fig|272634.6.peg.1	MPN001	692	1834	+	1143	dnaN	DNA polymerase III beta subunit (EC 2.7.7.7)	PLF_2093_00003487	PGF_06473395
272634.6	Mycoplasma pneumoniae M129	NC_000912	PATRIC	CDS	fig|272634.6.peg.2	MPN002	1838	2767	+	930	xdj1	dnaJ-like protein	PLF_2093_00035213	PGF_02452630
272634.6	Mycoplasma pneumoniae M129	NC_000912	PATRIC	CDS	fig|272634.6.peg.3	MPN003	2869	4821	+	1953	gyrB	DNA gyrase subunit B (EC 5.99.1.3)	PLF_2093_00000587	PGF_06703483
272634.6	Mycoplasma pneumoniae M129	NC_000912	PATRIC	CDS	fig|272634.6.peg.4	MPN004	4821	7340	+	2520	gyrA	DNA gyrase subunit A (EC 5.99.1.3)	PLF_2093_00001144	PGF_03272313
272634.6	Mycoplasma pneumoniae M129	NC_000912	PATRIC	CDS	fig|272634.6.peg.5	MPN005	7312	8574	+	1263	serS	Seryl-tRNA synthetase (EC 6.1.1.11)	PLF_2093_00003615	PGF_00051525
272634.6	Mycoplasma pneumoniae M129	NC_000912	PATRIC	CDS	fig|272634.6.peg.6	MPN006	8579	9211	+	633		Thymidylate kinase (EC 2.7.4.9)	PLF_2093_00007278	PGF_06111020
272634.6	Mycoplasma pneumoniae M129	NC_000912	PATRIC	CDS	fig|272634.6.peg.7	MPN007	9388	9945	+	558	holB	DNA polymerase III delta prime subunit (EC 2.7.7.7)	PLF_2093_00003489	PGF_06755829
272634.6	Mycoplasma pneumoniae M129	NC_000912	PATRIC	CDS	fig|272634.6.peg.8	MPN008	9947	11275	+	1329	trmE	tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmE	PLF_2093_00003521	PGF_00007057
272634.6	Mycoplasma pneumoniae M129	NC_000912	PATRIC	CDS	fig|272634.6.peg.9	MPN009	11275	12060	+	786	yabD	Uncharacterized metal-dependent hydrolase YcfH	PLF_2093_00000842	PGF_02472178
272634.6	Mycoplasma pneumoniae M129	NC_000912	PATRIC	CDS	fig|272634.6.peg.10	MPN010	12257	12652	+	396		hypothetical protein	PLF_2093_00003882	PGF_08225224
272634.6	Mycoplasma pneumoniae M129	NC_000912	PATRIC	CDS	fig|272634.6.peg.11		13550	13681	-	132		hypothetical protein	PLF_2093_00015168	PGF_02451451
272634.6	Mycoplasma pneumoniae M129	NC_000912	PATRIC	CDS	fig|272634.6.peg.12	MPN013	14992	15765	+	774		hypothetical protein	PLF_2093_00003819	PGF_08225224
272634.6	Mycoplasma pneumoniae M129	NC_000912	PATRIC	CDS	fig|272634.6.peg.13	MPN014	15939	16505	+	567	dnaE	DNA primase-like protein	PLF_2093_00003893	PGF_02462657
272634.6	Mycoplasma pneumoniae M129	NC_000912	PATRIC	CDS	fig|272634.6.peg.14	MPN015	16482	17339	-	858		hypothetical protein	PLF_2093_00003892	PGF_00098790
272634.6	Mycoplasma pneumoniae M129	NC_000912	PATRIC	CDS	fig|272634.6.peg.15	MPN016	17339	18205	-	867	rimK	Glutaminyl transferase family protein	PLF_2093_00001600	PGF_02452183
